priority,language,id,headword,enTerms,jaTranslation,jmdictSense,note,humanDecision,humanNote
P3(多くは同義語差),english,en-07881,compliant,compliant,従順な,obedient; submissive; docile,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-07899,accommodate,accommodate,収容する,accommodation; taking in; receiving,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-07913,dietary,dietary,食事の,"meal (e.g. lunch, dinner); diet",JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08023,nutritional,nutritional,栄養の,nutrition; nourishment,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08024,yea,yea,はい,yes; that is correct; understood,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08047,clan,clan,一族,family; relatives; dependents,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08050,satisfactory,satisfactory,満足のいく,satisfying; pleasing; gratifying,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08066,fighter,fighter,戦士,soldier; combatant; warrior,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08102,instrumental,instrumental,役立つ,to be useful; to be helpful; to serve the purpose,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08105,shed,shed,物置,storage room; storeroom; lumber room,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08120,funk,funk,おじけ,fear; dread; fright,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08129,sheer,sheer,まったくの,really; truly; entirely,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08136,urgent,urgent,緊急の,urgency; emergency,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08142,buck,buck,ドル,dollar; money; cash,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08158,aqua,aqua,水,water (esp. cool or cold); fluid (esp. in an animal tissue); liquid,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08181,consecutive,consecutive,連続した,continuation; succession; series,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08217,parliamentary,parliamentary,議会の,congress; parliament; diet,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08228,renew,renew,更新する,renewal; update; replacement,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08236,texture,texture,手触り,feel; touch,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08251,miniature,miniature,模型,model; dummy; maquette,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08257,aerial,aerial,空中の,(in) the air; midair; sky,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08278,magnitude,magnitude,大きさ,size; dimensions; volume,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08293,lasting,lasting,永続する,permanence; continuation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08343,retrieve,retrieve,取り戻す,to take back; to get back; to regain,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08346,sans,sans,なしに,without,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08354,bye,bye,さようなら,farewell; adieu; goodbye,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08364,kitty,kitty,子猫,kitten; small cat,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08366,dude,dude,やつ，男,man; male; fellow,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08389,informative,informative,有益な,beneficial; profitable; useful,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08404,gore,gore,血,blood; ancestry; lineage,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08410,valued,valued,貴重な,precious; valuable,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08438,entertaining,entertaining,愉快な,pleasant; delightful; enjoyable,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08441,frontier,frontier,国境,border (between countries); national border,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08442,stopping,stopping,停止，止めること,stoppage; coming to a stop; halt,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08447,flux,flux,流動,flow,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08448,derby,derby,山高帽,bowler hat,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08450,peaceful,peaceful,平和な,"peace; harmony; concealed winning hand consisting of chows, a pair that isn't a value pair, and an open wait",JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08453,regression,regression,後退,retreat; falling back; moving backwards,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08496,widespread,widespread,広範囲の,extensive; vast range; wide scope,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P3(多くは同義語差),english,en-08497,incidence,incidence,発生率,frequency; rate of occurrence,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
